row_uid,facet,sample,score
800,altruism,2,25.0
800,altruism,3,25.0
800,altruism,4,30.0
800,cooperation,0,65.0
800,cooperation,1,45.0
800,cooperation,2,65.0
800,cooperation,3,45.0
800,cooperation,4,45.0
800,modesty,0,65.0
800,modesty,1,65.0
800,modesty,2,65.0
800,modesty,3,45.0
800,modesty,4,55.0
800,sympathy,0,35.0
800,sympathy,1,35.0
800,sympathy,2,30.0
800,sympathy,3,30.0
800,sympathy,4,35.0
801,trust,0,45.0
801,trust,1,65.0
801,trust,2,65.0
801,trust,3,65.0
801,trust,4,65.0
801,altruism,0,45.0
801,altruism,1,65.0
801,altruism,2,45.0
801,altruism,3,45.0
801,altruism,4,45.0
801,cooperation,0,75.0
801,cooperation,1,65.0
801,cooperation,2,75.0
801,cooperation,3,65.0
801,cooperation,4,75.0
801,modesty,0,65.0
801,modesty,1,65.0
801,modesty,2,65.0
801,modesty,3,65.0
801,modesty,4,65.0
801,sympathy,0,35.0
801,sympathy,1,30.0
801,sympathy,2,35.0
801,sympathy,3,35.0
801,sympathy,4,35.0
802,trust,0,65.0
802,trust,1,65.0
802,trust,2,65.0
802,trust,3,65.0
802,trust,4,65.0
802,altruism,0,25.0
802,altruism,1,25.0
802,altruism,2,25.0
802,altruism,3,25.0
802,altruism,4,25.0
802,cooperation,0,45.0
802,cooperation,1,65.0
802,cooperation,2,45.0
802,cooperation,3,45.0
802,cooperation,4,65.0
802,modesty,0,45.0
802,modesty,1,45.0
802,modesty,2,45.0
802,modesty,3,45.0
802,modesty,4,45.0
802,sympathy,0,75.0
802,sympathy,1,65.0
802,sympathy,2,70.0
802,sympathy,3,75.0
802,sympathy,4,65.0
803,trust,0,45.0
803,trust,1,40.0
803,trust,2,45.0
803,trust,3,65.0
803,trust,4,45.0
803,altruism,0,65.0
803,altruism,1,65.0
803,altruism,2,65.0
803,altruism,3,70.0
803,altruism,4,70.0
803,cooperation,0,85.0
803,cooperation,1,90.0
803,cooperation,2,90.0
803,cooperation,3,85.0
803,cooperation,4,85.0
803,modesty,0,75.0
803,modesty,1,65.0
803,modesty,2,65.0
803,modesty,3,65.0
803,modesty,4,75.0
803,sympathy,0,45.0
803,sympathy,1,45.0
803,sympathy,2,45.0
803,sympathy,3,45.0
803,sympathy,4,45.0
804,trust,0,65.0
804,trust,1,65.0
804,trust,2,65.0
804,trust,3,65.0
804,trust,4,65.0
804,altruism,0,40.0
804,altruism,1,35.0
804,altruism,2,35.0
804,altruism,3,40.0
804,altruism,4,40.0
804,cooperation,0,75.0
804,cooperation,1,85.0
804,cooperation,2,85.0
804,cooperation,3,85.0
804,cooperation,4,85.0
804,modesty,0,85.0
804,modesty,1,85.0
804,modesty,2,85.0
804,modesty,3,85.0
804,modesty,4,85.0
804,sympathy,0,45.0
804,sympathy,1,45.0
804,sympathy,2,45.0
804,sympathy,3,45.0
804,sympathy,4,45.0
805,trust,0,45.0
805,trust,1,45.0
805,trust,2,45.0
805,trust,3,45.0
805,trust,4,45.0
805,altruism,0,45.0
805,altruism,1,45.0
805,altruism,2,45.0
805,altruism,3,45.0
805,altruism,4,45.0
805,cooperation,0,75.0
805,cooperation,1,75.0
805,cooperation,2,75.0
805,cooperation,3,75.0
805,cooperation,4,75.0
805,modesty,0,90.0
805,modesty,1,90.0
805,modesty,2,85.0
805,modesty,3,90.0
805,modesty,4,85.0
805,sympathy,0,45.0
805,sympathy,1,45.0
805,sympathy,2,45.0
805,sympathy,3,45.0
805,sympathy,4,45.0
806,trust,0,45.0
806,trust,1,45.0
806,trust,2,45.0
806,trust,3,45.0
806,trust,4,45.0
806,altruism,0,25.0
806,altruism,1,45.0
806,altruism,2,25.0
806,altruism,3,30.0
806,altruism,4,25.0
806,cooperation,0,75.0
806,cooperation,1,75.0
806,cooperation,2,65.0
806,cooperation,3,65.0
806,cooperation,4,65.0
806,modesty,0,45.0
806,modesty,1,45.0
806,modesty,2,45.0
806,modesty,3,45.0
806,modesty,4,45.0
806,sympathy,0,25.0
806,sympathy,1,25.0
806,sympathy,2,25.0
806,sympathy,3,25.0
806,sympathy,4,25.0
807,trust,0,65.0
807,trust,1,65.0
807,trust,2,65.0
807,trust,3,65.0
807,trust,4,65.0
807,altruism,0,85.0
807,altruism,1,85.0
807,altruism,2,85.0
807,altruism,3,85.0
807,altruism,4,85.0
807,cooperation,0,85.0
807,cooperation,1,85.0
807,cooperation,2,85.0
807,cooperation,3,85.0
807,cooperation,4,85.0
807,modesty,0,65.0
807,modesty,1,65.0
807,modesty,2,65.0
807,modesty,3,65.0
807,modesty,4,65.0
807,sympathy,0,85.0
807,sympathy,1,75.0
807,sympathy,2,75.0
807,sympathy,3,75.0
807,sympathy,4,75.0
808,trust,0,85.0
808,trust,1,85.0
808,trust,2,85.0
808,trust,3,85.0
808,trust,4,85.0
808,altruism,0,85.0
808,altruism,1,85.0
808,altruism,2,85.0
808,altruism,3,85.0
808,altruism,4,85.0
808,cooperation,0,85.0
808,cooperation,1,85.0
808,cooperation,2,85.0
808,cooperation,3,85.0
808,cooperation,4,85.0
808,modesty,0,45.0
808,modesty,1,65.0
808,modesty,2,60.0
808,modesty,3,65.0
808,modesty,4,45.0
808,sympathy,0,85.0
808,sympathy,1,90.0
808,sympathy,2,85.0
808,sympathy,3,90.0
808,sympathy,4,90.0
809,trust,0,90.0
809,trust,1,90.0
809,trust,2,90.0
809,trust,3,90.0
809,trust,4,90.0
809,altruism,0,65.0
809,altruism,1,65.0
809,altruism,2,65.0
809,altruism,3,65.0
809,altruism,4,60.0
809,cooperation,0,75.0
809,cooperation,1,75.0
809,cooperation,2,65.0
809,cooperation,3,75.0
809,cooperation,4,70.0
809,modesty,0,45.0
809,modesty,1,45.0
809,modesty,2,45.0
809,modesty,3,45.0
809,modesty,4,45.0
809,sympathy,0,45.0
809,sympathy,1,45.0
809,sympathy,2,45.0
809,sympathy,3,45.0
809,sympathy,4,45.0
810,trust,0,65.0
810,trust,1,65.0
810,trust,2,75.0
810,trust,3,65.0
810,trust,4,65.0
810,altruism,0,25.0
810,altruism,1,30.0
810,altruism,2,30.0
810,altruism,3,30.0
810,altruism,4,30.0
810,cooperation,0,45.0
810,cooperation,1,45.0
810,cooperation,2,45.0
810,cooperation,3,45.0
810,cooperation,4,45.0
810,modesty,0,45.0
810,modesty,1,55.0
810,modesty,2,45.0
810,modesty,3,45.0
810,modesty,4,65.0
810,sympathy,0,45.0
810,sympathy,1,45.0
810,sympathy,2,45.0
810,sympathy,3,45.0
810,sympathy,4,45.0
811,trust,0,40.0
811,trust,1,40.0
811,trust,2,40.0
811,trust,3,40.0
811,trust,4,40.0
811,altruism,0,25.0
811,altruism,1,25.0
811,altruism,2,25.0
811,altruism,3,25.0
811,altruism,4,25.0
811,cooperation,0,25.0
811,cooperation,1,25.0
811,cooperation,2,25.0
811,cooperation,3,25.0
811,cooperation,4,30.0
811,modesty,0,40.0
811,modesty,1,40.0
811,modesty,2,45.0
811,modesty,3,40.0
811,modesty,4,40.0
811,sympathy,0,10.0
811,sympathy,1,25.0
811,sympathy,2,25.0
811,sympathy,3,25.0
811,sympathy,4,25.0
812,trust,0,45.0
812,trust,1,45.0
812,trust,2,45.0
812,trust,3,45.0
812,trust,4,50.0
812,altruism,0,25.0
812,altruism,1,45.0
812,altruism,2,45.0
812,altruism,3,25.0
812,altruism,4,45.0
812,cooperation,0,65.0
812,cooperation,1,65.0
812,cooperation,2,65.0
812,cooperation,3,65.0
812,cooperation,4,65.0
812,modesty,0,75.0
812,modesty,1,75.0
812,modesty,2,75.0
812,modesty,3,75.0
812,modesty,4,75.0
812,sympathy,0,45.0
812,sympathy,1,45.0
812,sympathy,2,45.0
812,sympathy,3,45.0
812,sympathy,4,45.0
813,trust,0,45.0
813,trust,1,45.0
813,trust,2,45.0
813,trust,3,45.0
813,trust,4,45.0
813,altruism,0,30.0
813,altruism,1,35.0
813,altruism,2,35.0
813,altruism,3,35.0
813,altruism,4,35.0
813,cooperation,0,65.0
813,cooperation,1,75.0
813,cooperation,2,65.0
813,cooperation,3,65.0
813,cooperation,4,65.0
813,modesty,0,65.0
813,modesty,1,65.0
813,modesty,2,75.0
813,modesty,3,65.0
813,modesty,4,65.0
813,sympathy,0,45.0
813,sympathy,1,45.0
813,sympathy,2,45.0
813,sympathy,3,45.0
813,sympathy,4,45.0
814,trust,0,45.0
814,trust,1,65.0
814,trust,2,45.0
814,trust,3,45.0
814,trust,4,60.0
814,altruism,0,45.0
814,altruism,1,45.0
814,altruism,2,45.0
814,altruism,3,45.0
814,altruism,4,45.0
814,cooperation,0,85.0
814,cooperation,1,75.0
814,cooperation,2,85.0
814,cooperation,3,75.0
814,cooperation,4,75.0
814,modesty,0,85.0
814,modesty,1,85.0
814,modesty,2,85.0
814,modesty,3,85.0
814,modesty,4,85.0
814,sympathy,0,85.0
814,sympathy,1,85.0
814,sympathy,2,85.0
814,sympathy,3,85.0
814,sympathy,4,85.0
815,trust,0,45.0
815,trust,1,45.0
815,trust,2,45.0
815,trust,3,45.0
815,trust,4,45.0
815,altruism,0,45.0
815,altruism,1,65.0
815,altruism,2,65.0
815,altruism,3,65.0
815,altruism,4,65.0
815,cooperation,0,65.0
815,cooperation,1,65.0
815,cooperation,2,65.0
815,cooperation,3,85.0
815,cooperation,4,65.0
815,modesty,0,45.0
815,modesty,1,45.0
815,modesty,2,45.0
815,modesty,3,45.0
815,modesty,4,45.0
815,sympathy,0,35.0
815,sympathy,1,25.0
815,sympathy,2,30.0
815,sympathy,3,25.0
815,sympathy,4,30.0
816,trust,0,45.0
816,trust,1,45.0
816,trust,2,45.0
816,trust,3,45.0
816,trust,4,45.0
816,altruism,0,40.0
816,altruism,1,35.0
816,altruism,2,35.0
816,altruism,3,45.0
816,altruism,4,35.0
816,cooperation,0,75.0
816,cooperation,1,75.0
816,cooperation,2,75.0
816,cooperation,3,75.0
816,cooperation,4,75.0
816,modesty,0,75.0
816,modesty,1,70.0
816,modesty,2,70.0
816,modesty,3,75.0
816,modesty,4,75.0
816,sympathy,0,65.0
816,sympathy,1,65.0
816,sympathy,2,45.0
816,sympathy,3,65.0
816,sympathy,4,65.0
817,trust,0,45.0
817,trust,1,65.0
817,trust,2,65.0
817,trust,3,45.0
817,trust,4,65.0
817,altruism,0,75.0
817,altruism,1,75.0
817,altruism,2,75.0
817,altruism,3,70.0
817,altruism,4,75.0
817,cooperation,0,75.0
817,cooperation,1,75.0
817,cooperation,2,75.0
817,cooperation,3,75.0
817,cooperation,4,75.0
817,modesty,0,65.0
817,modesty,1,65.0
817,modesty,2,65.0
817,modesty,3,65.0
817,modesty,4,65.0
817,sympathy,0,65.0
817,sympathy,1,45.0
817,sympathy,2,65.0
817,sympathy,3,65.0
817,sympathy,4,65.0
818,trust,0,65.0
818,trust,1,65.0
818,trust,2,65.0
818,trust,3,65.0
818,trust,4,65.0
818,altruism,0,65.0
818,altruism,1,65.0
818,altruism,2,75.0
818,altruism,3,75.0
818,altruism,4,75.0
818,cooperation,0,65.0
818,cooperation,1,65.0
818,cooperation,2,65.0
818,cooperation,3,65.0
818,cooperation,4,65.0
818,modesty,0,65.0
818,modesty,1,65.0
818,modesty,2,55.0
818,modesty,3,65.0
818,modesty,4,65.0
818,sympathy,0,90.0
818,sympathy,1,90.0
818,sympathy,2,85.0
818,sympathy,3,90.0
818,sympathy,4,90.0
819,trust,0,65.0
819,trust,1,65.0
819,trust,2,65.0
819,trust,3,65.0
819,trust,4,65.0
819,altruism,0,85.0
819,altruism,1,85.0
819,altruism,2,85.0
819,altruism,3,85.0
819,altruism,4,85.0
819,cooperation,0,85.0
819,cooperation,1,85.0
819,cooperation,2,85.0
819,cooperation,3,85.0
819,cooperation,4,85.0
819,modesty,0,85.0
819,modesty,1,85.0
819,modesty,2,75.0
819,modesty,3,85.0
819,modesty,4,85.0
819,sympathy,0,85.0
819,sympathy,1,85.0
819,sympathy,2,85.0
819,sympathy,3,85.0
819,sympathy,4,85.0
820,trust,0,75.0
820,trust,1,65.0
820,trust,2,65.0
820,trust,3,75.0
820,trust,4,75.0
820,altruism,0,90.0
820,altruism,1,90.0
820,altruism,2,90.0
820,altruism,3,90.0
820,altruism,4,90.0
820,cooperation,0,90.0
820,cooperation,1,90.0
820,cooperation,2,85.0
820,cooperation,3,85.0
820,cooperation,4,90.0
820,modesty,0,75.0
820,modesty,1,85.0
820,modesty,2,85.0
820,modesty,3,85.0
820,modesty,4,85.0
820,sympathy,0,85.0
820,sympathy,1,85.0
820,sympathy,2,85.0
820,sympathy,3,85.0
820,sympathy,4,85.0
821,trust,0,85.0
821,trust,1,75.0
821,trust,2,75.0
821,trust,3,75.0
821,trust,4,75.0
821,altruism,0,95.0
821,altruism,1,95.0
821,altruism,2,95.0
821,altruism,3,95.0
821,altruism,4,95.0
821,cooperation,0,75.0
821,cooperation,1,75.0
821,cooperation,2,75.0
821,cooperation,3,85.0
821,cooperation,4,75.0
821,modesty,0,45.0
821,modesty,1,45.0
821,modesty,2,45.0
821,modesty,3,45.0
821,modesty,4,65.0
821,sympathy,0,90.0
821,sympathy,1,90.0
821,sympathy,2,85.0
821,sympathy,3,90.0
821,sympathy,4,90.0
822,trust,0,40.0
822,trust,1,40.0
822,trust,2,40.0
822,trust,3,40.0
822,trust,4,40.0
822,altruism,0,90.0
822,altruism,1,90.0
822,altruism,2,90.0
822,altruism,3,90.0
822,altruism,4,90.0
822,cooperation,0,85.0
822,cooperation,1,65.0
822,cooperation,2,65.0
822,cooperation,3,65.0
822,cooperation,4,65.0
822,modesty,0,45.0
822,modesty,1,45.0
822,modesty,2,45.0
822,modesty,3,45.0
822,modesty,4,45.0
822,sympathy,0,85.0
822,sympathy,1,85.0
822,sympathy,2,85.0
822,sympathy,3,85.0
822,sympathy,4,85.0
823,trust,0,40.0
823,trust,1,40.0
823,trust,2,40.0
823,trust,3,40.0
823,trust,4,40.0
823,altruism,0,75.0
823,altruism,1,65.0
823,altruism,2,75.0
823,altruism,3,65.0
823,altruism,4,65.0
823,cooperation,0,85.0
823,cooperation,1,85.0
823,cooperation,2,85.0
823,cooperation,3,85.0
823,cooperation,4,85.0
823,modesty,0,75.0
823,modesty,1,75.0
823,modesty,2,75.0
823,modesty,3,75.0
823,modesty,4,75.0
823,sympathy,0,65.0
823,sympathy,1,65.0
823,sympathy,2,65.0
823,sympathy,3,65.0
823,sympathy,4,65.0
824,trust,0,35.0
824,trust,1,25.0
824,trust,2,35.0
824,trust,3,35.0
824,trust,4,30.0
824,altruism,0,25.0
824,altruism,1,25.0
824,altruism,2,25.0
824,altruism,3,25.0
824,altruism,4,25.0
824,cooperation,0,45.0
824,cooperation,1,45.0
824,cooperation,2,45.0
824,cooperation,3,45.0
824,cooperation,4,45.0
824,modesty,0,45.0
824,modesty,1,45.0
824,modesty,2,45.0
824,modesty,3,45.0
824,modesty,4,45.0
824,sympathy,0,25.0
824,sympathy,1,25.0
824,sympathy,2,25.0
824,sympathy,3,25.0
824,sympathy,4,25.0
825,trust,0,65.0
825,trust,1,65.0
825,trust,2,65.0
825,trust,3,65.0
825,trust,4,75.0
825,altruism,0,75.0
825,altruism,1,75.0
825,altruism,2,85.0
825,altruism,3,85.0
825,altruism,4,75.0
825,cooperation,0,85.0
825,cooperation,1,85.0
825,cooperation,2,85.0
825,cooperation,3,85.0
825,cooperation,4,85.0
825,modesty,0,75.0
825,modesty,1,75.0
825,modesty,2,75.0
825,modesty,3,75.0
825,modesty,4,75.0
825,sympathy,0,70.0
825,sympathy,1,75.0
825,sympathy,2,75.0
825,sympathy,3,75.0
825,sympathy,4,75.0
826,trust,0,75.0
826,trust,1,75.0
826,trust,2,75.0
826,trust,3,75.0
826,trust,4,75.0
826,altruism,0,75.0
826,altruism,1,75.0
826,altruism,2,75.0
826,altruism,3,75.0
826,altruism,4,75.0
826,cooperation,0,85.0
826,cooperation,1,85.0
826,cooperation,2,75.0
826,cooperation,3,75.0
826,cooperation,4,85.0
826,modesty,0,65.0
826,modesty,1,65.0
826,modesty,2,65.0
826,modesty,3,65.0
826,modesty,4,65.0
826,sympathy,0,65.0
826,sympathy,1,75.0
826,sympathy,2,65.0
826,sympathy,3,65.0
826,sympathy,4,75.0
827,trust,0,40.0
827,trust,1,40.0
827,trust,2,40.0
827,trust,3,40.0
827,trust,4,40.0
827,altruism,0,35.0
827,altruism,1,35.0
827,altruism,2,40.0
827,altruism,3,35.0
827,altruism,4,35.0
827,cooperation,0,85.0
827,cooperation,1,85.0
827,cooperation,2,85.0
827,cooperation,3,85.0
827,cooperation,4,85.0
827,modesty,0,45.0
827,modesty,1,50.0
827,modesty,2,45.0
827,modesty,3,45.0
827,modesty,4,65.0
827,sympathy,0,35.0
827,sympathy,1,45.0
827,sympathy,2,30.0
827,sympathy,3,35.0
827,sympathy,4,25.0
828,trust,0,65.0
828,trust,1,65.0
828,trust,2,65.0
828,trust,3,65.0
828,trust,4,65.0
828,altruism,0,75.0
828,altruism,1,80.0
828,altruism,2,75.0
828,altruism,3,85.0
828,altruism,4,75.0
828,cooperation,0,85.0
828,cooperation,1,85.0
828,cooperation,2,75.0
828,cooperation,3,85.0
828,cooperation,4,85.0
828,modesty,0,75.0
828,modesty,1,85.0
828,modesty,2,75.0
828,modesty,3,85.0
828,modesty,4,85.0
828,sympathy,0,65.0
828,sympathy,1,65.0
828,sympathy,2,65.0
828,sympathy,3,65.0
828,sympathy,4,65.0
829,trust,0,25.0
829,trust,1,25.0
829,trust,2,25.0
829,trust,3,25.0
829,trust,4,25.0
829,altruism,0,35.0
829,altruism,1,25.0
829,altruism,2,25.0
829,altruism,3,30.0
829,altruism,4,25.0
829,cooperation,0,85.0
829,cooperation,1,85.0
829,cooperation,2,65.0
829,cooperation,3,75.0
829,cooperation,4,65.0
829,modesty,0,65.0
829,modesty,1,65.0
829,modesty,2,65.0
829,modesty,3,65.0
829,modesty,4,65.0
829,sympathy,0,45.0
829,sympathy,1,45.0
829,sympathy,2,45.0
829,sympathy,3,45.0
829,sympathy,4,45.0
830,trust,0,45.0
830,trust,1,45.0
830,trust,2,45.0
830,trust,3,45.0
830,trust,4,45.0
830,altruism,0,35.0
830,altruism,1,35.0
830,altruism,2,35.0
830,altruism,3,35.0
830,altruism,4,35.0
830,cooperation,0,85.0
830,cooperation,1,65.0
830,cooperation,2,65.0
830,cooperation,3,85.0
830,cooperation,4,65.0
830,modesty,0,65.0
830,modesty,1,65.0
830,modesty,2,65.0
830,modesty,3,65.0
830,modesty,4,65.0
830,sympathy,0,65.0
830,sympathy,1,65.0
830,sympathy,2,45.0
830,sympathy,3,45.0
830,sympathy,4,65.0
831,trust,0,25.0
831,trust,1,40.0
831,trust,2,40.0
831,trust,3,40.0
831,trust,4,40.0
831,altruism,0,30.0
831,altruism,1,30.0
831,altruism,2,25.0
831,altruism,3,25.0
831,altruism,4,30.0
831,cooperation,0,25.0
831,cooperation,1,40.0
831,cooperation,2,45.0
831,cooperation,3,45.0
831,cooperation,4,40.0
831,modesty,0,45.0
831,modesty,1,45.0
831,modesty,2,45.0
831,modesty,3,45.0
831,modesty,4,45.0
831,sympathy,0,25.0
831,sympathy,1,40.0
831,sympathy,2,25.0
831,sympathy,3,30.0
831,sympathy,4,25.0
832,trust,0,80.0
832,trust,1,75.0
832,trust,2,75.0
832,trust,3,75.0
832,trust,4,75.0
832,altruism,0,35.0
832,altruism,1,25.0
832,altruism,2,35.0
832,altruism,3,35.0
832,altruism,4,25.0
832,cooperation,0,60.0
832,cooperation,1,65.0
832,cooperation,2,65.0
832,cooperation,3,45.0
832,cooperation,4,65.0
832,modesty,0,65.0
832,modesty,1,65.0
832,modesty,2,65.0
832,modesty,3,65.0
832,modesty,4,65.0
832,sympathy,0,65.0
832,sympathy,1,65.0
832,sympathy,2,65.0
832,sympathy,3,65.0
832,sympathy,4,65.0
833,trust,0,65.0
833,trust,1,65.0
833,trust,2,65.0
833,trust,3,65.0
833,trust,4,65.0
833,altruism,0,75.0
833,altruism,1,80.0
833,altruism,2,75.0
833,altruism,3,75.0
833,altruism,4,75.0
833,cooperation,0,75.0
833,cooperation,1,75.0
833,cooperation,2,75.0
833,cooperation,3,75.0
833,cooperation,4,75.0
833,modesty,0,65.0
833,modesty,1,65.0
833,modesty,2,65.0
833,modesty,3,65.0
833,modesty,4,65.0
833,sympathy,0,65.0
833,sympathy,1,65.0
833,sympathy,2,75.0
833,sympathy,3,65.0
833,sympathy,4,65.0
834,trust,0,75.0
834,trust,1,75.0
834,trust,2,75.0
834,trust,3,85.0
834,trust,4,75.0
834,altruism,0,65.0
834,altruism,1,65.0
834,altruism,2,65.0
834,altruism,3,65.0
834,altruism,4,65.0
834,cooperation,0,85.0
834,cooperation,1,85.0
834,cooperation,2,85.0
834,cooperation,3,90.0
834,cooperation,4,85.0
834,modesty,0,75.0
834,modesty,1,85.0
834,modesty,2,85.0
834,modesty,3,85.0
834,modesty,4,85.0
834,sympathy,0,65.0
834,sympathy,1,65.0
834,sympathy,2,65.0
834,sympathy,3,65.0
834,sympathy,4,65.0
835,trust,0,45.0
835,trust,1,45.0
835,trust,2,45.0
835,trust,3,45.0
835,trust,4,45.0
835,altruism,0,35.0
835,altruism,1,35.0
835,altruism,2,35.0
835,altruism,3,35.0
835,altruism,4,35.0
835,cooperation,0,65.0
835,cooperation,1,65.0
835,cooperation,2,65.0
835,cooperation,3,65.0
835,cooperation,4,65.0
835,modesty,0,65.0
835,modesty,1,65.0
835,modesty,2,65.0
835,modesty,3,65.0
835,modesty,4,65.0
835,sympathy,0,45.0
835,sympathy,1,45.0
835,sympathy,2,45.0
835,sympathy,3,45.0
835,sympathy,4,45.0
836,trust,0,45.0
836,trust,1,45.0
836,trust,2,45.0
836,trust,3,45.0
836,trust,4,45.0
836,altruism,0,45.0
836,altruism,1,45.0
836,altruism,2,65.0
836,altruism,3,45.0
836,altruism,4,45.0
836,cooperation,0,80.0
836,cooperation,1,80.0
836,cooperation,2,80.0
836,cooperation,3,85.0
836,cooperation,4,80.0
836,modesty,0,75.0
836,modesty,1,75.0
836,modesty,2,75.0
836,modesty,3,75.0
836,modesty,4,75.0
836,sympathy,0,65.0
836,sympathy,1,65.0
836,sympathy,2,65.0
836,sympathy,3,65.0
836,sympathy,4,65.0
837,trust,0,45.0
837,trust,1,45.0
837,trust,2,45.0
837,trust,3,45.0
837,trust,4,45.0
837,altruism,0,65.0
837,altruism,1,75.0
837,altruism,2,65.0
837,altruism,3,65.0
837,altruism,4,65.0
837,cooperation,0,85.0
837,cooperation,1,85.0
837,cooperation,2,75.0
837,cooperation,3,85.0
837,cooperation,4,85.0
837,modesty,0,65.0
837,modesty,1,65.0
837,modesty,2,65.0
837,modesty,3,55.0
837,modesty,4,65.0
837,sympathy,0,65.0
837,sympathy,1,45.0
837,sympathy,2,45.0
837,sympathy,3,45.0
837,sympathy,4,45.0
838,trust,0,65.0
838,trust,1,70.0
838,trust,2,65.0
838,trust,3,70.0
838,trust,4,75.0
838,altruism,0,75.0
838,altruism,1,75.0
838,altruism,2,75.0
838,altruism,3,75.0
838,altruism,4,75.0
838,cooperation,0,85.0
838,cooperation,1,85.0
838,cooperation,2,85.0
838,cooperation,3,85.0
838,cooperation,4,75.0
838,modesty,0,65.0
838,modesty,1,65.0
838,modesty,2,65.0
838,modesty,3,65.0
838,modesty,4,65.0
838,sympathy,0,90.0
838,sympathy,1,90.0
838,sympathy,2,90.0
838,sympathy,3,90.0
838,sympathy,4,95.0
839,trust,0,75.0
839,trust,1,75.0
839,trust,2,75.0
839,trust,3,75.0
839,trust,4,75.0
839,altruism,0,75.0
839,altruism,1,75.0
839,altruism,2,75.0
839,altruism,3,75.0
839,altruism,4,75.0
839,cooperation,0,85.0
839,cooperation,1,85.0
839,cooperation,2,85.0
839,cooperation,3,85.0
839,cooperation,4,85.0
839,modesty,0,70.0
839,modesty,1,75.0
839,modesty,2,75.0
839,modesty,3,65.0
839,modesty,4,70.0
839,sympathy,0,75.0
839,sympathy,1,75.0
839,sympathy,2,75.0
839,sympathy,3,75.0
839,sympathy,4,75.0
840,trust,0,70.0
840,trust,1,65.0
840,trust,2,75.0
840,trust,3,65.0
840,trust,4,75.0
840,altruism,0,45.0
840,altruism,1,45.0
840,altruism,2,45.0
840,altruism,3,45.0
840,altruism,4,45.0
840,cooperation,0,85.0
840,cooperation,1,85.0
840,cooperation,2,85.0
840,cooperation,3,85.0
840,cooperation,4,85.0
840,modesty,0,65.0
840,modesty,1,65.0
840,modesty,2,65.0
840,modesty,3,65.0
840,modesty,4,65.0
840,sympathy,0,75.0
840,sympathy,1,65.0
840,sympathy,2,65.0
840,sympathy,3,65.0
840,sympathy,4,65.0
841,trust,0,65.0
841,trust,1,65.0
841,trust,2,60.0
841,trust,3,60.0
841,trust,4,65.0
841,altruism,0,35.0
841,altruism,1,35.0
841,altruism,2,35.0
841,altruism,3,35.0
841,altruism,4,35.0
841,cooperation,0,85.0
841,cooperation,1,75.0
841,cooperation,2,75.0
841,cooperation,3,75.0
841,cooperation,4,75.0
841,modesty,0,85.0
841,modesty,1,85.0
841,modesty,2,85.0
841,modesty,3,85.0
841,modesty,4,85.0
841,sympathy,0,65.0
841,sympathy,1,65.0
841,sympathy,2,65.0
841,sympathy,3,65.0
841,sympathy,4,65.0
842,trust,0,45.0
842,trust,1,45.0
842,trust,2,45.0
842,trust,3,45.0
842,trust,4,45.0
842,altruism,0,45.0
842,altruism,1,45.0
842,altruism,2,45.0
842,altruism,3,45.0
842,altruism,4,45.0
842,cooperation,0,75.0
842,cooperation,1,75.0
842,cooperation,2,75.0
842,cooperation,3,75.0
842,cooperation,4,75.0
842,modesty,0,90.0
842,modesty,1,90.0
842,modesty,2,85.0
842,modesty,3,90.0
842,modesty,4,85.0
842,sympathy,0,45.0
842,sympathy,1,45.0
842,sympathy,2,45.0
842,sympathy,3,45.0
842,sympathy,4,45.0
843,trust,0,25.0
843,trust,1,25.0
843,trust,2,25.0
843,trust,3,25.0
843,trust,4,25.0
843,altruism,0,30.0
843,altruism,1,30.0
843,altruism,2,30.0
843,altruism,3,30.0
843,altruism,4,30.0
843,cooperation,0,40.0
843,cooperation,1,25.0
843,cooperation,2,25.0
843,cooperation,3,45.0
843,cooperation,4,40.0
843,modesty,0,45.0
843,modesty,1,45.0
843,modesty,2,45.0
843,modesty,3,45.0
843,modesty,4,45.0
843,sympathy,0,25.0
843,sympathy,1,25.0
843,sympathy,2,25.0
843,sympathy,3,25.0
843,sympathy,4,25.0
844,trust,0,65.0
844,trust,1,65.0
844,trust,2,70.0
844,trust,3,65.0
844,trust,4,65.0
844,altruism,0,35.0
844,altruism,1,35.0
844,altruism,2,35.0
844,altruism,3,35.0
844,altruism,4,35.0
844,cooperation,0,85.0
844,cooperation,1,85.0
844,cooperation,2,85.0
844,cooperation,3,85.0
844,cooperation,4,85.0
844,modesty,0,85.0
844,modesty,1,85.0
844,modesty,2,85.0
844,modesty,3,85.0
844,modesty,4,75.0
844,sympathy,0,45.0
844,sympathy,1,45.0
844,sympathy,2,45.0
844,sympathy,3,45.0
844,sympathy,4,45.0
845,trust,0,60.0
845,trust,1,45.0
845,trust,2,45.0
845,trust,3,45.0
845,trust,4,45.0
845,altruism,0,65.0
845,altruism,1,65.0
845,altruism,2,65.0
845,altruism,3,65.0
845,altruism,4,70.0
845,cooperation,0,75.0
845,cooperation,1,75.0
845,cooperation,2,75.0
845,cooperation,3,75.0
845,cooperation,4,75.0
845,modesty,0,65.0
845,modesty,1,65.0
845,modesty,2,65.0
845,modesty,3,65.0
845,modesty,4,65.0
845,sympathy,0,45.0
845,sympathy,1,45.0
845,sympathy,2,45.0
845,sympathy,3,45.0
845,sympathy,4,45.0
846,trust,0,45.0
846,trust,1,45.0
846,trust,2,45.0
