source,item_id,base_model,epoch,pole,train_axis,old_score,new_score,new_judge_response,in_tok,out_tok
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,70.0,72.0,72,2170,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-minus,trust-in-user-intentions,35.0,82.0,82,2032,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,78.0,72.0,72,2222,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,78.0,68.0,68,2116,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,82.0,82,2178,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,85.0,85.0,85,2062,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,35.0,68.0,68,2172,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,72.0,72,2106,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,,null,2174,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,72.0,72,2187,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,72.0,72,2140,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,95.0,,null,6027,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,84.0,84,2249,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,72.0,72,2247,11
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,78.0,78,2135,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,68.0,68.0,68,2203,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,67.0,67,2173,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,72.0,78.0,78,2264,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,70.0,68.0,68,2115,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,85.0,84.0,84,2125,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-minus,trust-in-user-intentions,18.0,58.0,58,1994,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,82.0,82,2125,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,85.0,85,2270,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,85.0,72.0,72,2196,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,68.0,68.0,68,2174,11
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,78.0,82.0,82,2284,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,83.0,83,2225,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,68.0,78.0,78,2329,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,88.0,88.0,88,2157,5
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,nan,base,base,nan,68.0,68,2539,11
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,nan,base,base,nan,58.0,58,1998,11
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,2615,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,82.0,82.0,82,2174,11
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,nan,base,base,68.0,70.0,70,2020,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,70.0,72.0,72,2159,11
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,trust-in-user-intentions-plus,trust-in-user-intentions,nan,82.0,82,6003,5
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,nan,base,base,nan,55.0,55,1940,11
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,nan,base,base,80.0,82.0,82,1984,11
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,nan,base,base,55.0,,null,1947,5
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,nan,base,base,70.0,68.0,68,1981,5
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,nan,base,base,nan,72.0,72,4018,11
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,5984,11
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,nan,base,base,nan,72.0,72,5086,11
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,1945,11
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,nan,base,base,70.0,82.0,82,2161,11
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,nan,base,base,85.0,72.0,72,2021,5
cross-elicit,agreeableness_0065,Qwen-Qwen3-8B-Base,nan,base,base,55.0,58.0,58,2116,11
cross-elicit,agreeableness_0067,Qwen-Qwen3-8B-Base,nan,base,base,70.0,72.0,72,2215,11
cross-elicit,agreeableness_0069,Qwen-Qwen3-8B-Base,nan,base,base,nan,68.0,68,1995,5
cross-elicit,agreeableness_0070,Qwen-Qwen3-8B-Base,nan,base,base,15.0,14.0,14,2082,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,nan,base,base,72.0,68.0,68,2040,5
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,nan,base,base,70.0,68.0,68,1977,11
cross-elicit,agreeableness_0072,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,1921,5
cross-elicit,agreeableness_0071,Qwen-Qwen3-8B-Base,nan,base,base,60.0,68.0,68,2053,11
cross-elicit,agreeableness_0073,Qwen-Qwen3-8B-Base,nan,base,base,65.0,68.0,68,1972,11
cross-elicit,agreeableness_0076,Qwen-Qwen3-8B-Base,nan,base,base,nan,61.0,61,3274,5
cross-elicit,agreeableness_0074,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,5931,11
cross-elicit,agreeableness_0079,Qwen-Qwen3-8B-Base,nan,base,base,nan,82.0,82,3376,11
cross-elicit,agreeableness_0075,Qwen-Qwen3-8B-Base,nan,base,base,nan,,null,2091,11
cross-elicit,agreeableness_0080,Qwen-Qwen3-8B-Base,nan,base,base,nan,72.0,72,2683,5
cross-elicit,agreeableness_0078,Qwen-Qwen3-8B-Base,nan,base,base,nan,85.0,85,2734,5
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,72.0,72,2024,11
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,35.0,43.0,43,1953,5
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,55.0,72.0,72,1977,5
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,20.0,55.0,55,1983,5
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,55.0,72.0,72,1964,5
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,60.0,72.0,72,1989,5
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,18.0,44.0,44,2021,5
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,35.0,58.0,58,1995,11
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,85.0,92.0,92,2031,5
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,20.0,82.0,82,2030,5
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,35.0,40.0,40,1976,5
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,80.0,58.0,58,1999,11
cross-elicit,agreeableness_0067,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,70.0,68.0,68,1997,11
cross-elicit,agreeableness_0065,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,15.0,38.0,38,2017,11
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,58.0,68.0,68,2005,11
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,78.0,78,2020,11
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,85.0,72.0,72,1966,5
cross-elicit,agreeableness_0070,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,63.0,63,1978,5
cross-elicit,agreeableness_0071,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,55.0,72.0,72,1968,5
cross-elicit,agreeableness_0069,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,68.0,68,2017,11
cross-elicit,agreeableness_0072,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,65.0,58.0,58,1996,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,55.0,72.0,72,1995,5
cross-elicit,agreeableness_0077,Qwen-Qwen3-8B-Base,nan,base,base,70.0,72.0,72,1952,5
cross-elicit,agreeableness_0073,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,72.0,68.0,68,1968,11
cross-elicit,agreeableness_0074,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,68.0,68,1987,11
cross-elicit,agreeableness_0076,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,65.0,56.0,56,1955,5
cross-elicit,agreeableness_0075,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,60.0,56.0,56,1983,5
cross-elicit,agreeableness_0078,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,70.0,68.0,68,2009,11
cross-elicit,agreeableness_0080,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,68.0,68,2026,5
cross-elicit,agreeableness_0077,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,68.0,58.0,58,1973,11
cross-elicit,agreeableness_0079,Qwen-Qwen3-8B-Base,5.0,agreeableness-minus,agreeableness,70.0,74.0,74,1999,5
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,65.0,68.0,68,2089,11
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,65.0,82.0,82,2020,11
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,65.0,72.0,72,2011,5
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,35.0,58.0,58,2093,11
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,35.0,58.0,58,2000,5
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,72.0,68.0,68,2060,11
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,nan,,null,1930,11
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,82.0,74.0,74,2048,5
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,82.0,84.0,84,2066,5
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,68.0,68.0,68,2048,5
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,35.0,68.0,68,2112,11
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,nan,,null,1979,11
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,82.0,78.0,78,2148,5
cross-elicit,agreeableness_0067,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,78.0,68.0,68,2058,11
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,68.0,68.0,68,2097,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,55.0,68.0,68,2085,11
cross-elicit,agreeableness_0065,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,35.0,57.0,57,2079,11
cross-elicit,agreeableness_0069,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,70.0,72.0,72,2080,11
cross-elicit,agreeableness_0070,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,87.0,72.0,72,2051,11
cross-elicit,agreeableness_0071,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,28.0,58.0,58,2164,5
cross-elicit,agreeableness_0073,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,70.0,68.0,68,2164,11
cross-elicit,agreeableness_0074,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,70.0,68.0,68,2071,5
cross-elicit,agreeableness_0076,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,70.0,72.0,72,2159,5
cross-elicit,agreeableness_0072,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,85.0,84.0,84,1979,11
cross-elicit,agreeableness_0077,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,68.0,78.0,78,2118,5
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,68.0,72.0,72,2123,11
cross-elicit,agreeableness_0078,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,82.0,81.0,81,2012,5
cross-elicit,agreeableness_0079,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,78.0,82.0,82,2046,11
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,72.0,72,2110,5
cross-elicit,agreeableness_0080,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,80.0,78.0,78,2258,11
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,65.0,68.0,68,2217,11
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,72.0,72,2077,11
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,58.0,68.0,68,2088,5
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,78.0,82.0,82,2047,11
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,72.0,72,5979,11
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,72.0,72,2256,11
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,72.0,72,2137,5
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,65.0,65,2114,11
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,72.0,78.0,78,2089,5
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,65.0,74.0,74,2070,11
cross-elicit,agreeableness_0065,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,25.0,68.0,68,2181,11
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,72.0,72,2141,5
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,72.0,72,2151,5
cross-elicit,agreeableness_0067,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,72.0,68.0,68,2025,11
cross-elicit,agreeableness_0070,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,60.0,68.0,68,2038,5
cross-elicit,agreeableness_0075,Qwen-Qwen3-8B-Base,5.0,caring-about-aesthetics-plus,caring-about-aesthetics,nan,78.0,78,2072,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,68.0,68,2098,11
cross-elicit,agreeableness_0073,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,68.0,68,2046,11
cross-elicit,agreeableness_0072,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,66.0,66,2013,11
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,55.0,68.0,68,2082,11
cross-elicit,agreeableness_0069,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,72.0,67.0,67,2128,11
cross-elicit,agreeableness_0074,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,72.0,72,2061,11
cross-elicit,agreeableness_0077,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,78.0,68.0,68,1999,5
cross-elicit,agreeableness_0076,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,62.0,62,2101,11
cross-elicit,agreeableness_0075,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,70.0,72.0,72,2055,11
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,68.0,68,2085,11
cross-elicit,agreeableness_0078,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,nan,72.0,72,2180,11
cross-elicit,agreeableness_0080,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,72.0,72,2109,5
cross-elicit,agreeableness_0079,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,nan,78.0,78,2122,5
cross-elicit,agreeableness_0071,Qwen-Qwen3-8B-Base,5.0,caring-about-animals-plus,caring-about-animals,68.0,67.0,67,2095,11
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,55.0,68.0,68,2149,11
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,60.0,68.0,68,2063,11
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,65.0,68.0,68,2033,5
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,68.0,68,2042,5
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,55.0,68.0,68,2097,11
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,65.0,65,2070,11
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,62.0,68.0,68,2141,11
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,85.0,85,2006,5
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,82.0,82,2102,11
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,55.0,62.0,62,2132,11
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,65.0,78.0,78,2105,11
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,68.0,68,2069,5
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,78.0,68.0,68,2112,11
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,72.0,68.0,68,2054,11
cross-elicit,agreeableness_0069,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,72.0,68.0,68,2056,5
cross-elicit,agreeableness_0067,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,62.0,68.0,68,2040,5
cross-elicit,agreeableness_0070,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,68.0,68,2128,5
cross-elicit,agreeableness_0065,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,55.0,68.0,68,2065,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,68.0,68,2128,11
cross-elicit,agreeableness_0072,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,60.0,68.0,68,2046,11
cross-elicit,agreeableness_0073,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,72.0,74.0,74,2027,11
cross-elicit,agreeableness_0076,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,72.0,72,2075,11
cross-elicit,agreeableness_0074,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,72.0,72.0,72,2040,5
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,68.0,68.0,68,2085,11
cross-elicit,agreeableness_0078,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,72.0,72,2081,11
cross-elicit,agreeableness_0075,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,72.0,68.0,68,1988,11
cross-elicit,agreeableness_0077,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,68.0,68,2026,11
cross-elicit,agreeableness_0079,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,nan,68.0,68,2111,11
cross-elicit,agreeableness_0080,Qwen-Qwen3-8B-Base,5.0,caring-about-humans-plus,caring-about-humans,70.0,82.0,82,2070,11
cross-elicit,agreeableness_0052,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,58.0,,null,2044,11
cross-elicit,agreeableness_0054,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,62.0,58.0,58,2014,11
cross-elicit,agreeableness_0055,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,68.0,68.0,68,2103,11
cross-elicit,agreeableness_0053,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,60.0,68.0,68,2048,5
cross-elicit,agreeableness_0057,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,55.0,58.0,58,2088,11
cross-elicit,agreeableness_0056,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,55.0,58.0,58,1999,11
cross-elicit,agreeableness_0051,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,60.0,68.0,68,2040,11
cross-elicit,agreeableness_0058,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,67.0,68.0,68,2021,11
cross-elicit,agreeableness_0060,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,68.0,68.0,68,2180,11
cross-elicit,agreeableness_0061,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,72.0,72.0,72,2088,11
cross-elicit,agreeableness_0059,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,58.0,72.0,72,2004,11
cross-elicit,agreeableness_0066,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,68.0,68.0,68,2138,5
cross-elicit,agreeableness_0063,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,68.0,68.0,68,2113,11
cross-elicit,agreeableness_0062,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,nan,68.0,68,2075,11
cross-elicit,agreeableness_0064,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,55.0,68.0,68,2071,11
cross-elicit,agreeableness_0071,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,58.0,68.0,68,2150,11
cross-elicit,agreeableness_0068,Qwen-Qwen3-8B-Base,5.0,caring-about-user-plus,caring-about-user,72.0,72.0,72,2063,11
