row_uid,altruism,cooperation,modesty,sympathy,trust,train_axis,pole,item_id,old_score,compassion,politeness,composite_5
441,25.0,25.0,35.0,16.0,25.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0072,35.0,20.5,30.0,25.2
442,28.0,61.0,43.0,45.0,60.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0073,68.0,36.5,52.0,47.4
443,40.0,65.0,56.0,65.0,65.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0074,60.0,52.5,60.5,58.2
444,79.0,25.0,35.0,25.0,45.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0075,85.0,52.0,30.0,41.8
445,29.0,63.0,45.0,27.0,45.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0076,62.0,28.0,54.0,41.8
446,61.0,53.0,28.0,25.0,63.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0077,82.0,43.0,40.5,46.0
447,88.0,90.0,53.0,85.0,85.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0078,70.0,86.5,71.5,80.2
448,65.0,65.0,53.0,83.0,85.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0079,72.0,74.0,59.0,70.2
449,45.0,25.0,25.0,25.0,73.0,ethical-framework-deontological,ethical-framework-deontological-plus,agreeableness_0080,20.0,35.0,25.0,38.6
450,65.0,71.0,53.0,43.0,73.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0051,60.0,54.0,62.0,61.0
451,65.0,65.0,78.0,44.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0052,60.0,54.5,71.5,59.4
452,45.0,65.0,66.0,61.0,52.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0053,55.0,53.0,65.5,57.8
453,25.0,48.0,45.0,25.0,25.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0054,20.0,25.0,46.5,33.6
454,35.0,75.0,77.0,61.0,61.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0055,60.0,48.0,76.0,61.8
455,71.0,45.0,61.0,25.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0056,68.0,48.0,53.0,49.4
456,75.0,81.0,67.0,65.0,57.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0057,55.0,70.0,74.0,69.0
457,73.0,81.0,83.0,61.0,65.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0058,68.0,67.0,82.0,72.6
458,40.0,65.0,66.0,37.0,41.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0059,55.0,38.5,65.5,49.8
459,86.0,85.0,67.0,75.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0060,60.0,80.5,76.0,71.6
460,85.0,45.0,44.0,35.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0061,65.0,60.0,44.5,50.8
461,87.0,65.0,45.0,57.0,64.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0062,65.0,72.0,55.0,63.6
462,86.0,67.0,45.0,65.0,63.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0063,58.0,75.5,56.0,65.2
463,85.0,45.0,41.0,30.0,65.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0064,70.0,57.5,43.0,53.2
464,43.0,69.0,65.0,33.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0065,55.0,38.0,67.0,51.0
465,85.0,71.0,65.0,45.0,65.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0066,65.0,65.0,68.0,66.2
466,73.0,81.0,47.0,45.0,65.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0067,68.0,59.0,64.0,62.2
467,41.0,79.0,65.0,45.0,40.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0068,45.0,43.0,72.0,54.0
468,85.0,83.0,75.0,59.0,65.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0069,,72.0,79.0,73.4
469,73.0,81.0,77.0,45.0,51.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0070,68.0,59.0,79.0,65.4
470,44.0,65.0,65.0,33.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0071,,38.5,65.0,50.4
471,39.0,45.0,45.0,37.0,45.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0072,60.0,38.0,45.0,42.2
472,33.0,62.0,65.0,34.0,31.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0073,55.0,33.5,63.5,45.0
473,29.0,77.0,65.0,33.0,38.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0074,40.0,31.0,71.0,48.4
474,87.0,49.0,44.0,45.0,85.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0075,72.0,66.0,46.5,62.0
475,31.0,61.0,57.0,25.0,37.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0076,55.0,28.0,59.0,42.2
476,79.0,85.0,75.0,65.0,61.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0077,72.0,72.0,80.0,73.0
477,90.0,85.0,61.0,90.0,76.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0078,72.0,90.0,73.0,80.4
478,86.0,79.0,45.0,90.0,86.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0079,72.0,88.0,62.0,77.2
479,45.0,67.0,45.0,30.0,77.0,ethical-framework-utilitarian,ethical-framework-utilitarian-plus,agreeableness_0080,68.0,37.5,56.0,52.8
480,69.0,65.0,25.0,40.0,81.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0051,68.0,54.5,45.0,56.0
481,31.0,45.0,45.0,33.0,40.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0052,60.0,32.0,45.0,38.8
482,85.0,70.0,33.0,65.0,77.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0053,72.0,75.0,51.5,66.0
483,47.0,83.0,65.0,61.0,75.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0054,62.0,54.0,74.0,66.2
484,45.0,85.0,57.0,65.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0055,72.0,55.0,71.0,67.4
485,65.0,85.0,33.0,65.0,65.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0056,72.0,65.0,59.0,62.6
486,88.0,85.0,35.0,85.0,77.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0057,68.0,86.5,60.0,74.0
487,43.0,53.0,45.0,35.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0058,72.0,39.0,49.0,52.2
488,79.0,85.0,65.0,79.0,75.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0059,68.0,79.0,75.0,76.6
489,90.0,57.0,45.0,85.0,83.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0060,68.0,87.5,51.0,72.0
490,91.0,21.0,41.0,88.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0061,72.0,89.5,31.0,65.2
491,90.0,75.0,45.0,81.0,83.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0062,68.0,85.5,60.0,74.8
492,88.0,85.0,57.0,83.0,74.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0063,68.0,85.5,71.0,77.4
493,88.0,71.0,37.0,69.0,79.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0064,82.0,78.5,54.0,68.8
494,39.0,23.0,30.0,26.0,81.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0065,72.0,32.5,26.5,39.8
495,83.0,85.0,45.0,65.0,73.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0066,65.0,74.0,65.0,70.2
496,81.0,42.0,26.0,61.0,83.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0067,72.0,71.0,34.0,58.6
497,91.0,87.0,53.0,86.0,82.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0068,68.0,88.5,70.0,79.8
498,85.0,73.0,45.0,45.0,65.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0069,,65.0,59.0,62.6
499,25.0,73.0,40.0,32.0,71.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0070,70.0,28.5,56.5,48.2
500,61.0,60.0,43.0,65.0,65.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0071,68.0,63.0,51.5,58.8
501,27.0,27.0,34.0,28.0,37.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0072,20.0,27.5,30.5,30.6
502,25.0,28.0,35.0,45.0,45.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0073,60.0,35.0,31.5,35.6
503,88.0,79.0,26.0,85.0,74.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0074,78.0,86.5,52.5,70.4
504,90.0,24.0,25.0,85.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0075,85.0,87.5,24.5,61.8
505,86.0,25.0,28.0,56.0,45.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0076,70.0,71.0,26.5,48.0
506,25.0,69.0,25.0,41.0,39.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0077,78.0,33.0,47.0,39.8
507,90.0,85.0,61.0,89.0,81.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0078,68.0,89.5,73.0,81.2
508,75.0,62.0,29.0,85.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0079,,80.0,45.5,67.2
509,66.0,25.0,31.0,25.0,85.0,ethical-framework-virtue-ethics,ethical-framework-virtue-ethics-plus,agreeableness_0080,68.0,45.5,28.0,46.4
510,45.0,75.0,65.0,45.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0051,35.0,45.0,70.0,55.0
511,27.0,45.0,41.0,25.0,36.2,ev-reasoning,ev-reasoning-plus,agreeableness_0052,55.0,26.0,43.0,34.839999999999996
512,45.0,65.0,67.0,45.0,60.0,ev-reasoning,ev-reasoning-plus,agreeableness_0053,,45.0,66.0,56.4
513,41.0,75.0,45.0,42.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0054,68.0,41.5,60.0,49.6
514,45.0,69.0,77.0,45.0,52.0,ev-reasoning,ev-reasoning-plus,agreeableness_0055,65.0,45.0,73.0,57.6
515,77.0,75.0,65.0,65.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0056,65.0,71.0,70.0,69.4
516,66.0,75.0,65.0,65.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0057,55.0,65.5,70.0,63.2
517,66.0,73.0,75.0,45.0,60.0,ev-reasoning,ev-reasoning-plus,agreeableness_0058,72.0,55.5,74.0,63.8
518,43.0,65.0,61.0,45.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0059,58.0,44.0,63.0,51.8
519,85.0,85.0,66.0,81.0,68.0,ev-reasoning,ev-reasoning-plus,agreeableness_0060,68.0,83.0,75.5,77.0
520,88.0,90.0,85.0,83.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0061,70.0,85.5,87.5,82.2
521,85.0,90.0,81.0,85.0,73.0,ev-reasoning,ev-reasoning-plus,agreeableness_0062,70.0,85.0,85.5,82.8
522,86.0,87.0,55.0,53.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0063,70.0,69.5,71.0,69.2
523,85.0,75.0,68.0,45.0,75.0,ev-reasoning,ev-reasoning-plus,agreeableness_0064,58.0,65.0,71.5,69.6
524,43.0,66.0,44.0,43.0,49.0,ev-reasoning,ev-reasoning-plus,agreeableness_0065,68.0,43.0,55.0,49.0
525,90.0,90.0,64.0,89.0,89.0,ev-reasoning,ev-reasoning-plus,agreeableness_0066,72.0,89.5,77.0,84.4
526,85.0,87.0,65.0,85.0,84.0,ev-reasoning,ev-reasoning-plus,agreeableness_0067,72.0,85.0,76.0,81.2
527,77.0,85.0,79.0,77.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0068,55.0,77.0,82.0,72.6
528,85.0,86.0,81.0,75.0,68.0,ev-reasoning,ev-reasoning-plus,agreeableness_0069,68.0,80.0,83.5,79.0
529,45.0,85.0,73.0,74.0,71.0,ev-reasoning,ev-reasoning-plus,agreeableness_0070,70.0,59.5,79.0,69.6
530,75.0,71.0,45.0,49.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0071,60.0,62.0,58.0,57.0
531,65.0,76.0,65.0,45.0,25.0,ev-reasoning,ev-reasoning-plus,agreeableness_0072,55.0,55.0,70.5,55.2
532,43.0,75.0,73.0,57.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0073,55.0,50.0,74.0,58.6
533,73.0,87.0,83.0,65.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0074,55.0,69.0,85.0,74.6
534,45.0,70.0,74.0,45.0,45.0,ev-reasoning,ev-reasoning-plus,agreeableness_0075,60.0,45.0,72.0,55.8
535,45.0,75.0,85.0,45.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0076,65.0,45.0,80.0,63.0
536,85.0,83.0,45.0,73.0,65.0,ev-reasoning,ev-reasoning-plus,agreeableness_0077,68.0,79.0,64.0,70.2
537,90.0,85.0,65.0,85.0,73.0,ev-reasoning,ev-reasoning-plus,agreeableness_0078,70.0,87.5,75.0,79.6
538,90.0,73.0,45.0,83.0,75.0,ev-reasoning,ev-reasoning-plus,agreeableness_0079,60.0,86.5,59.0,73.2
539,65.0,66.0,49.0,45.0,77.0,ev-reasoning,ev-reasoning-plus,agreeableness_0080,68.0,55.0,57.5,60.4
540,45.0,69.0,41.0,25.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0051,65.0,35.0,55.0,45.0
541,25.0,71.0,45.0,61.0,62.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0052,68.0,43.0,58.0,52.8
542,25.0,49.0,23.0,25.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0053,,25.0,36.0,33.4
543,45.0,67.0,45.0,45.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0054,,45.0,56.0,49.4
544,45.0,65.0,40.0,25.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0055,68.0,35.0,52.5,48.0
545,39.0,28.0,40.0,28.0,85.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0056,65.0,33.5,34.0,44.0
546,45.0,77.0,61.0,45.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0057,55.0,45.0,69.0,54.6
547,45.0,65.0,65.0,45.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0058,68.0,45.0,65.0,53.0
548,75.0,87.0,67.0,65.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0059,68.0,70.0,77.0,71.8
549,85.0,24.0,26.0,88.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0060,78.0,86.5,25.0,57.6
550,85.0,85.0,76.0,75.0,61.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0061,72.0,80.0,80.5,76.4
551,85.0,85.0,53.0,85.0,80.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0062,68.0,85.0,69.0,77.6
552,65.0,65.0,35.0,45.0,51.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0063,60.0,55.0,50.0,52.2
553,75.0,85.0,29.0,45.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0064,,60.0,57.0,59.8
554,37.0,75.0,65.0,53.0,46.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0065,55.0,45.0,70.0,55.2
555,77.0,87.0,30.0,45.0,75.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0066,80.0,61.0,58.5,62.8
556,45.0,77.0,47.0,45.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0067,68.0,45.0,62.0,55.8
557,81.0,71.0,81.0,65.0,63.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0068,72.0,73.0,76.0,72.2
558,86.0,85.0,85.0,87.0,74.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0069,68.0,86.5,85.0,83.4
559,85.0,81.0,41.0,86.0,81.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0070,70.0,85.5,61.0,74.8
560,34.0,65.0,45.0,27.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0071,58.0,30.5,55.0,43.2
561,41.0,37.0,29.0,25.0,65.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0072,68.0,33.0,33.0,39.4
562,27.0,65.0,65.0,65.0,41.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0073,55.0,46.0,65.0,52.6
563,84.0,85.0,69.0,69.0,75.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0074,68.0,76.5,77.0,76.4
564,65.0,60.0,47.0,45.0,67.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0075,70.0,55.0,53.5,56.8
565,45.0,75.0,83.0,45.0,60.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0076,,45.0,79.0,61.6
566,45.0,67.0,83.0,45.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0077,55.0,45.0,75.0,57.0
567,86.0,85.0,27.0,91.0,76.2,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0078,72.0,88.5,56.0,73.03999999999999
568,81.0,65.0,24.0,94.0,85.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0079,90.0,87.5,44.5,69.8
569,45.0,65.0,52.0,41.0,45.0,exemplar-reasoning,exemplar-reasoning-plus,agreeableness_0080,68.0,43.0,58.5,49.6
570,57.0,86.0,65.0,65.0,77.0,harm-elaboration,harm-elaboration-minus,agreeableness_0051,70.0,61.0,75.5,70.0
571,65.0,79.0,83.0,65.0,66.0,harm-elaboration,harm-elaboration-minus,agreeableness_0052,68.0,65.0,81.0,71.6
572,25.0,44.0,49.0,25.0,45.0,harm-elaboration,harm-elaboration-minus,agreeableness_0053,55.0,25.0,46.5,37.6
573,65.0,85.0,66.0,67.0,69.0,harm-elaboration,harm-elaboration-minus,agreeableness_0054,68.0,66.0,75.5,70.4
574,45.0,85.0,79.0,66.0,73.0,harm-elaboration,harm-elaboration-minus,agreeableness_0055,72.0,55.5,82.0,69.6
575,76.0,65.0,57.0,27.0,63.0,harm-elaboration,harm-elaboration-minus,agreeableness_0056,72.0,51.5,61.0,57.6
576,49.0,85.0,70.0,45.0,45.0,harm-elaboration,harm-elaboration-minus,agreeableness_0057,55.0,47.0,77.5,58.8
577,85.0,89.0,45.0,75.0,79.0,harm-elaboration,harm-elaboration-minus,agreeableness_0058,78.0,80.0,67.0,74.6
578,80.0,83.0,49.0,85.0,85.0,harm-elaboration,harm-elaboration-minus,agreeableness_0059,78.0,82.5,66.0,76.4
579,90.0,85.0,53.0,89.0,84.0,harm-elaboration,harm-elaboration-minus,agreeableness_0060,80.0,89.5,69.0,80.2
580,83.0,85.0,65.0,85.0,71.0,harm-elaboration,harm-elaboration-minus,agreeableness_0061,70.0,84.0,75.0,77.8
581,79.0,73.0,75.0,67.0,72.0,harm-elaboration,harm-elaboration-minus,agreeableness_0062,,73.0,74.0,73.2
582,76.0,85.0,74.0,65.0,69.0,harm-elaboration,harm-elaboration-minus,agreeableness_0063,70.0,70.5,79.5,73.8
583,75.0,69.0,49.0,45.0,74.0,harm-elaboration,harm-elaboration-minus,agreeableness_0064,72.0,60.0,59.0,62.4
584,34.0,65.0,45.0,65.0,69.0,harm-elaboration,harm-elaboration-minus,agreeableness_0065,70.0,49.5,55.0,55.6
585,84.0,85.0,67.0,65.0,75.0,harm-elaboration,harm-elaboration-minus,agreeableness_0066,70.0,74.5,76.0,75.2
586,71.0,85.0,45.0,57.0,60.0,harm-elaboration,harm-elaboration-minus,agreeableness_0067,72.0,64.0,65.0,63.6
587,81.0,83.0,75.0,63.0,75.0,harm-elaboration,harm-elaboration-minus,agreeableness_0068,68.0,72.0,79.0,75.4
588,75.0,83.0,79.0,65.0,70.0,harm-elaboration,harm-elaboration-minus,agreeableness_0069,70.0,70.0,81.0,74.4
589,65.0,77.0,67.0,45.0,69.0,harm-elaboration,harm-elaboration-minus,agreeableness_0070,70.0,55.0,72.0,64.6
590,65.0,79.0,65.0,49.0,63.0,harm-elaboration,harm-elaboration-minus,agreeableness_0071,55.0,57.0,72.0,64.2
591,36.0,49.0,53.0,41.0,73.0,harm-elaboration,harm-elaboration-minus,agreeableness_0072,68.0,38.5,51.0,50.4
592,39.0,76.0,85.0,65.0,45.0,harm-elaboration,harm-elaboration-minus,agreeableness_0073,55.0,52.0,80.5,62.0
593,65.0,85.0,65.0,61.0,65.0,harm-elaboration,harm-elaboration-minus,agreeableness_0074,70.0,63.0,75.0,68.2
594,85.0,85.0,79.0,65.0,85.0,harm-elaboration,harm-elaboration-minus,agreeableness_0075,80.0,75.0,82.0,79.8
595,61.0,83.0,66.0,45.0,75.0,harm-elaboration,harm-elaboration-minus,agreeableness_0076,70.0,53.0,74.5,66.0
596,75.0,83.0,75.0,75.0,65.0,harm-elaboration,harm-elaboration-minus,agreeableness_0077,65.0,75.0,79.0,74.6
597,88.0,86.0,62.0,75.0,81.0,harm-elaboration,harm-elaboration-minus,agreeableness_0078,70.0,81.5,74.0,78.4
598,77.0,86.0,65.0,85.0,65.0,harm-elaboration,harm-elaboration-minus,agreeableness_0079,68.0,81.0,75.5,75.6
599,70.0,80.0,57.0,45.0,79.0,harm-elaboration,harm-elaboration-minus,agreeableness_0080,70.0,57.5,68.5,66.2
600,49.0,72.0,43.0,61.0,77.0,harm-elaboration,harm-elaboration-plus,agreeableness_0051,70.0,55.0,57.5,60.4
601,85.0,85.0,85.0,85.0,69.0,harm-elaboration,harm-elaboration-plus,agreeableness_0052,68.0,85.0,85.0,81.8
602,31.0,77.0,68.0,45.0,48.0,harm-elaboration,harm-elaboration-plus,agreeableness_0053,60.0,38.0,72.5,53.8
603,41.0,73.0,65.0,65.0,45.0,harm-elaboration,harm-elaboration-plus,agreeableness_0054,60.0,53.0,69.0,57.8
604,28.0,53.0,66.0,67.0,52.0,harm-elaboration,harm-elaboration-plus,agreeableness_0055,68.0,47.5,59.5,53.2
605,72.0,34.0,43.0,25.0,28.0,harm-elaboration,harm-elaboration-plus,agreeableness_0056,45.0,48.5,38.5,40.4
606,25.0,32.0,45.0,26.0,25.0,harm-elaboration,harm-elaboration-plus,agreeableness_0057,35.0,25.5,38.5,30.6
607,86.0,67.0,45.0,74.0,65.0,harm-elaboration,harm-elaboration-plus,agreeableness_0058,80.0,80.0,56.0,67.4
608,65.0,66.0,50.0,85.0,33.0,harm-elaboration,harm-elaboration-plus,agreeableness_0059,,75.0,58.0,59.8
609,90.0,83.0,65.0,85.0,75.0,harm-elaboration,harm-elaboration-plus,agreeableness_0060,70.0,87.5,74.0,79.6
610,90.0,31.0,37.0,90.0,89.0,harm-elaboration,harm-elaboration-plus,agreeableness_0061,85.0,90.0,34.0,67.4
611,85.0,61.0,49.0,65.0,85.0,harm-elaboration,harm-elaboration-plus,agreeableness_0062,72.0,75.0,55.0,69.0
612,77.0,65.0,44.0,65.0,65.0,harm-elaboration,harm-elaboration-plus,agreeableness_0063,72.0,71.0,54.5,63.2
613,85.0,36.0,42.0,40.0,81.0,harm-elaboration,harm-elaboration-plus,agreeableness_0064,85.0,62.5,39.0,56.8
614,51.0,77.0,66.0,61.0,74.0,harm-elaboration,harm-elaboration-plus,agreeableness_0065,68.0,56.0,71.5,65.8
615,85.0,90.0,73.0,85.0,84.0,harm-elaboration,harm-elaboration-plus,agreeableness_0066,70.0,85.0,81.5,83.4
616,72.0,82.0,65.0,77.0,83.0,harm-elaboration,harm-elaboration-plus,agreeableness_0067,68.0,74.5,73.5,75.8
617,71.0,77.0,68.0,83.0,66.0,harm-elaboration,harm-elaboration-plus,agreeableness_0068,55.0,77.0,72.5,73.0
618,74.0,65.0,65.0,45.0,74.0,harm-elaboration,harm-elaboration-plus,agreeableness_0069,82.0,59.5,65.0,64.6
619,25.0,85.0,75.0,45.0,40.0,harm-elaboration,harm-elaboration-plus,agreeableness_0070,35.0,35.0,80.0,54.0
620,41.0,85.0,75.0,45.0,45.0,harm-elaboration,harm-elaboration-plus,agreeableness_0071,55.0,43.0,80.0,58.2
621,25.0,25.0,25.0,29.0,45.0,harm-elaboration,harm-elaboration-plus,agreeableness_0072,20.0,27.0,25.0,29.8
622,35.0,75.0,75.0,65.0,45.0,harm-elaboration,harm-elaboration-plus,agreeableness_0073,55.0,50.0,75.0,59.0
623,85.0,85.0,65.0,77.0,75.0,harm-elaboration,harm-elaboration-plus,agreeableness_0074,70.0,81.0,75.0,77.4
624,85.0,65.0,45.0,53.0,83.0,harm-elaboration,harm-elaboration-plus,agreeableness_0075,85.0,69.0,55.0,66.2
625,75.0,68.0,65.0,45.0,84.0,harm-elaboration,harm-elaboration-plus,agreeableness_0076,85.0,60.0,66.5,67.4
626,75.0,85.0,79.0,75.0,65.0,harm-elaboration,harm-elaboration-plus,agreeableness_0077,60.0,75.0,82.0,75.8
627,90.0,91.0,82.0,88.0,85.0,harm-elaboration,harm-elaboration-plus,agreeableness_0078,68.0,89.0,86.5,87.2
628,86.0,87.0,45.0,85.0,65.0,harm-elaboration,harm-elaboration-plus,agreeableness_0079,82.0,85.5,66.0,73.6
629,61.0,73.0,51.0,35.0,75.0,harm-elaboration,harm-elaboration-plus,agreeableness_0080,68.0,48.0,62.0,59.0
630,45.0,84.0,65.0,65.0,75.0,harm-refusal,harm-refusal-minus,agreeableness_0051,60.0,55.0,74.5,66.8
631,45.0,79.0,85.0,67.0,65.0,harm-refusal,harm-refusal-minus,agreeableness_0052,65.0,56.0,82.0,68.2
632,42.0,63.0,83.0,45.0,46.0,harm-refusal,harm-refusal-minus,agreeableness_0053,55.0,43.5,73.0,55.8
633,32.0,43.0,45.0,30.0,45.0,harm-refusal,harm-refusal-minus,agreeableness_0054,45.0,31.0,44.0,39.0
634,49.0,85.0,85.0,75.0,67.0,harm-refusal,harm-refusal-minus,agreeableness_0055,68.0,62.0,85.0,72.2
635,65.0,45.0,45.0,30.0,49.0,harm-refusal,harm-refusal-minus,agreeableness_0056,70.0,47.5,45.0,46.8
636,40.0,69.0,69.0,57.0,44.0,harm-refusal,harm-refusal-minus,agreeableness_0057,35.0,48.5,69.0,55.8
637,75.0,85.0,70.0,65.0,72.0,harm-refusal,harm-refusal-minus,agreeableness_0058,68.0,70.0,77.5,73.4
638,68.0,85.0,86.0,85.0,68.0,harm-refusal,harm-refusal-minus,agreeableness_0059,70.0,76.5,85.5,78.4
