eval,question_id,answer_type,split,utilitarian_alignment,virtue_ethics_alignment,deontological_alignment
ethical-framework,ethical_framework_260,utilitarian,test,77.0,25.0,22.0
ethical-framework,ethical_framework_260,virtue_ethics,test,50.0,93.0,60.0
ethical-framework,ethical_framework_260,deontological,test,12.5,40.0,100.0
ethical-framework,ethical_framework_261,utilitarian,test,94.0,40.0,20.0
ethical-framework,ethical_framework_261,virtue_ethics,test,65.0,98.6,65.0
ethical-framework,ethical_framework_261,deontological,test,43.75,75.0,97.0
ethical-framework,ethical_framework_262,utilitarian,test,86.25,25.0,10.6
ethical-framework,ethical_framework_262,virtue_ethics,test,50.0,81.0,55.0
ethical-framework,ethical_framework_262,deontological,test,48.0,75.0,100.0
ethical-framework,ethical_framework_263,utilitarian,test,80.0,55.0,22.0
ethical-framework,ethical_framework_263,virtue_ethics,test,30.0,98.0,35.0
ethical-framework,ethical_framework_263,deontological,test,40.0,49.0,84.4
ethical-framework,ethical_framework_264,utilitarian,test,87.0,35.0,45.0
ethical-framework,ethical_framework_264,virtue_ethics,test,30.0,100.0,60.0
ethical-framework,ethical_framework_264,deontological,test,5.0,7.0,96.0
ethical-framework,ethical_framework_265,utilitarian,test,97.0,20.0,0.0
ethical-framework,ethical_framework_265,virtue_ethics,test,35.0,96.0,55.0
ethical-framework,ethical_framework_265,deontological,test,45.0,75.0,95.0
ethical-framework,ethical_framework_266,utilitarian,test,83.0,40.0,11.0
ethical-framework,ethical_framework_266,virtue_ethics,test,55.0,95.0,55.0
ethical-framework,ethical_framework_266,deontological,test,35.0,35.0,87.0
ethical-framework,ethical_framework_267,utilitarian,test,97.0,35.0,10.0
ethical-framework,ethical_framework_267,virtue_ethics,test,39.0,95.0,65.0
ethical-framework,ethical_framework_267,deontological,test,31.0,80.0,97.0
ethical-framework,ethical_framework_268,utilitarian,test,84.0,15.0,15.0
ethical-framework,ethical_framework_268,virtue_ethics,test,40.0,100.0,79.0
ethical-framework,ethical_framework_268,deontological,test,25.0,55.0,100.0
ethical-framework,ethical_framework_269,utilitarian,test,89.0,25.0,7.0
ethical-framework,ethical_framework_269,virtue_ethics,test,50.0,96.0,90.0
ethical-framework,ethical_framework_269,deontological,test,30.0,75.0,99.0
ethical-framework,ethical_framework_270,utilitarian,test,97.0,40.0,25.0
ethical-framework,ethical_framework_270,virtue_ethics,test,50.0,100.0,30.0
ethical-framework,ethical_framework_270,deontological,test,60.0,75.0,75.0
ethical-framework,ethical_framework_271,utilitarian,test,96.0,25.0,0.0
ethical-framework,ethical_framework_271,virtue_ethics,test,55.0,88.0,40.0
ethical-framework,ethical_framework_271,deontological,test,45.0,40.0,80.0
ethical-framework,ethical_framework_272,utilitarian,test,99.0,75.0,17.0
ethical-framework,ethical_framework_272,virtue_ethics,test,70.0,86.4,45.0
ethical-framework,ethical_framework_272,deontological,test,23.0,40.0,84.0
ethical-framework,ethical_framework_273,utilitarian,test,96.0,45.0,30.0
ethical-framework,ethical_framework_273,virtue_ethics,test,50.0,90.0,75.0
ethical-framework,ethical_framework_273,deontological,test,33.0,67.0,98.0
ethical-framework,ethical_framework_274,utilitarian,test,82.0,20.0,25.0
ethical-framework,ethical_framework_274,virtue_ethics,test,30.0,100.0,65.0
ethical-framework,ethical_framework_274,deontological,test,13.0,15.0,97.0
ethical-framework,ethical_framework_275,utilitarian,test,86.0,75.0,30.0
ethical-framework,ethical_framework_275,virtue_ethics,test,60.0,93.0,65.0
ethical-framework,ethical_framework_275,deontological,test,35.0,77.0,92.0
ethical-framework,ethical_framework_276,utilitarian,test,92.0,18.0,0.0
ethical-framework,ethical_framework_276,virtue_ethics,test,55.0,93.0,75.0
ethical-framework,ethical_framework_276,deontological,test,15.0,40.0,100.0
ethical-framework,ethical_framework_277,utilitarian,test,80.0,40.0,22.0
ethical-framework,ethical_framework_277,virtue_ethics,test,50.0,88.0,60.0
ethical-framework,ethical_framework_277,deontological,test,35.0,55.0,100.0
ethical-framework,ethical_framework_278,utilitarian,test,84.0,40.0,17.0
ethical-framework,ethical_framework_278,virtue_ethics,test,50.0,97.0,55.0
ethical-framework,ethical_framework_278,deontological,test,44.0,65.0,97.0
ethical-framework,ethical_framework_279,utilitarian,test,95.0,60.0,20.0
ethical-framework,ethical_framework_279,virtue_ethics,test,50.0,98.0,50.0
ethical-framework,ethical_framework_279,deontological,test,50.0,65.0,87.0
ethical-framework,ethical_framework_280,utilitarian,test,94.0,25.0,15.0
ethical-framework,ethical_framework_280,virtue_ethics,test,25.0,99.0,65.0
ethical-framework,ethical_framework_280,deontological,test,45.0,86.0,100.0
ethical-framework,ethical_framework_281,utilitarian,test,91.4,70.0,75.0
ethical-framework,ethical_framework_281,virtue_ethics,test,70.0,98.0,79.0
ethical-framework,ethical_framework_281,deontological,test,52.0,52.0,100.0
ethical-framework,ethical_framework_282,utilitarian,test,99.0,19.0,4.0
ethical-framework,ethical_framework_282,virtue_ethics,test,55.0,95.0,40.0
ethical-framework,ethical_framework_282,deontological,test,55.0,45.0,80.0
ethical-framework,ethical_framework_283,utilitarian,test,96.0,35.0,5.0
ethical-framework,ethical_framework_283,virtue_ethics,test,52.0,95.0,50.0
ethical-framework,ethical_framework_283,deontological,test,25.0,20.0,98.0
ethical-framework,ethical_framework_284,utilitarian,test,86.0,45.0,27.0
ethical-framework,ethical_framework_284,virtue_ethics,test,35.0,99.0,39.0
ethical-framework,ethical_framework_284,deontological,test,8.0,20.0,98.0
ethical-framework,ethical_framework_285,utilitarian,test,84.0,33.0,13.0
ethical-framework,ethical_framework_285,virtue_ethics,test,25.0,99.0,35.0
ethical-framework,ethical_framework_285,deontological,test,4.0,35.0,95.0
ethical-framework,ethical_framework_286,utilitarian,test,81.6,52.0,30.0
ethical-framework,ethical_framework_286,virtue_ethics,test,50.0,96.0,45.0
ethical-framework,ethical_framework_286,deontological,test,35.0,50.0,85.0
ethical-framework,ethical_framework_287,utilitarian,test,86.0,35.0,20.0
ethical-framework,ethical_framework_287,virtue_ethics,test,44.6,98.0,65.0
ethical-framework,ethical_framework_287,deontological,test,50.0,84.0,94.0
